timestamp,value
3.116667,-176.0
3.119444,-183.0
3.122222,-188.0
3.125000,-189.0
3.127778,-189.0
3.130556,-189.0
3.133333,-189.0
3.136111,-192.0
3.138889,-195.0
3.141667,-198.0
3.144444,-200.0
3.147222,-200.0
3.150000,-200.0
3.152778,-200.0
3.155556,-201.0
3.158333,-205.0
3.161111,-218.0
3.163889,-239.0
3.166667,-270.0
3.169444,-307.0
3.172222,-340.0
3.175000,-362.0
3.177778,-360.0
3.180556,-317.0
3.183333,-222.0
3.186111,-69.0
3.188889,143.0
3.191667,417.0
3.194444,678.0
3.197222,942.0
3.200000,1194.0
3.202778,1345.0
3.205556,1389.0
3.208333,1324.0
3.211111,1129.0
3.213889,890.0
3.216667,591.0
3.219444,246.0
3.222222,-48.0
3.225000,-289.0
3.227778,-466.0
3.230556,-567.0
3.233333,-603.0
3.236111,-588.0
3.238889,-541.0
3.241667,-483.0
3.244444,-423.0
3.247222,-369.0
3.250000,-327.0
3.252778,-300.0
3.255556,-285.0
3.258333,-277.0
3.261111,-273.0
3.263889,-270.0
3.266667,-268.0
3.269444,-265.0
3.272222,-261.0
3.275000,-255.0
3.277778,-249.0
3.280556,-242.0
3.283333,-235.0
3.286111,-226.0
3.288889,-219.0
3.291667,-214.0
3.294444,-208.0
3.297222,-202.0
3.300000,-198.0
3.302778,-196.0
3.305556,-198.0
3.308333,-197.0
3.311111,-195.0
3.313889,-193.0
3.316667,-191.0
3.319444,-188.0
3.322222,-185.0
3.325000,-182.0
3.327778,-181.0
3.330556,-179.0
3.333333,-178.0
3.336111,-177.0
3.338889,-177.0
3.341667,-175.0
3.344444,-172.0
3.347222,-168.0
3.350000,-164.0
3.352778,-162.0
3.355556,-160.0
3.358333,-157.0
3.361111,-156.0
3.363889,-154.0
3.366667,-149.0
3.369444,-142.0
3.372222,-131.0
3.375000,-118.0
3.377778,-102.0
3.380556,-86.0
3.383333,-71.0
3.386111,-55.0
3.388889,-40.0
3.391667,-22.0
3.394444,-5.0
3.397222,10.0
3.400000,23.0
3.402778,34.0
3.405556,41.0
3.408333,44.0
3.411111,41.0
3.413889,34.0
3.416667,22.0
3.419444,7.0
3.422222,-9.0
3.425000,-27.0
3.427778,-45.0
3.430556,-61.0
3.433333,-74.0
3.436111,-85.0
3.438889,-93.0
3.441667,-99.0
3.444444,-106.0
3.447222,-111.0
3.450000,-117.0
3.452778,-125.0
3.455556,-131.0
3.458333,-136.0
3.461111,-138.0
3.463889,-135.0
3.466667,-132.0
3.469444,-128.0
3.472222,-124.0
3.475000,-123.0
3.477778,-124.0
3.480556,-127.0
3.483333,-131.0
3.486111,-132.0
3.488889,-131.0
3.491667,-128.0
3.494444,-123.0
3.497222,-117.0
3.500000,-111.0
3.502778,-103.0
3.505556,-97.0
3.508333,-94.0
3.511111,-91.0
3.513889,-89.0
3.516667,-89.0
3.519444,-88.0
3.522222,-83.0
3.525000,-75.0
3.527778,-63.0
3.530556,-48.0
3.533333,-31.0
3.536111,-9.0
3.538889,9.0
3.541667,23.0
3.544444,32.0
3.547222,35.0
3.550000,35.0
3.552778,27.0
3.555556,12.0
3.558333,-9.0
3.561111,-33.0
3.563889,-58.0
3.566667,-82.0
3.569444,-104.0
3.572222,-122.0
3.575000,-133.0
3.577778,-140.0
3.580556,-141.0
3.583333,-140.0
3.586111,-136.0
3.588889,-131.0
3.591667,-127.0
3.594444,-123.0
3.597222,-119.0
3.600000,-115.0
3.602778,-115.0
3.605556,-115.0
3.608333,-118.0
3.611111,-127.0
3.613889,-145.0
3.616667,-173.0
3.619444,-205.0
3.622222,-236.0
3.625000,-264.0
3.627778,-282.0
3.630556,-278.0
3.633333,-241.0
3.636111,-159.0
3.638889,-18.0
3.641667,185.0
3.644444,456.0
3.647222,752.0
3.650000,1057.0
3.652778,1323.0
3.655556,1498.0
3.658333,1554.0
3.661111,1493.0
3.663889,1308.0
3.666667,1041.0
3.669444,704.0
3.672222,349.0
3.675000,30.0
3.677778,-224.0
3.680556,-421.0
3.683333,-556.0
3.686111,-629.0
3.688889,-644.0
3.691667,-615.0
3.694444,-557.0
3.697222,-490.0
3.700000,-423.0
3.702778,-360.0
3.705556,-307.0
3.708333,-268.0
3.711111,-244.0
3.713889,-228.0
3.716667,-220.0
3.719444,-214.0
3.722222,-210.0
3.725000,-206.0
3.727778,-201.0
3.730556,-197.0
3.733333,-193.0
3.736111,-189.0
3.738889,-184.0
3.741667,-180.0
3.744444,-175.0
3.747222,-171.0
3.750000,-167.0
3.752778,-165.0
3.755556,-166.0
3.758333,-164.0
3.761111,-160.0
3.763889,-155.0
3.766667,-150.0
3.769444,-147.0
3.772222,-144.0
3.775000,-141.0
3.777778,-140.0
3.780556,-138.0
3.783333,-136.0
3.786111,-134.0
3.788889,-132.0
3.791667,-130.0
3.794444,-128.0
3.797222,-127.0
3.800000,-127.0
3.802778,-127.0
3.805556,-128.0
3.808333,-128.0
3.811111,-125.0
3.813889,-122.0
3.816667,-117.0
3.819444,-111.0
3.822222,-103.0
3.825000,-92.0
3.827778,-81.0
3.830556,-72.0
3.833333,-58.0
3.836111,-45.0
3.838889,-28.0
3.841667,-10.0
3.844444,6.0
3.847222,25.0
3.850000,44.0
3.852778,60.0
3.855556,73.0
3.858333,82.0
3.861111,85.0
3.863889,83.0
3.866667,74.0
3.869444,60.0
3.872222,43.0
3.875000,25.0
3.877778,8.0
3.880556,-6.0
3.883333,-19.0
3.886111,-31.0
3.888889,-43.0
3.891667,-52.0
3.894444,-59.0
3.897222,-65.0
3.900000,-69.0
3.902778,-73.0
3.905556,-75.0
3.908333,-75.0
3.911111,-76.0
3.913889,-77.0
3.916667,-77.0
3.919444,-77.0
3.922222,-76.0
3.925000,-73.0
3.927778,-73.0
3.930556,-73.0
3.933333,-73.0
3.936111,-72.0
3.938889,-69.0
3.941667,-68.0
3.944444,-65.0
